"APPLICATION_NUMBER","USE_STATUS","DIRECT_SEASON_START_MONTH_1","DIRECT_DIV_SEASON_END_MONTH_1","DIRECT_SEASON_START_MONTH_2","DIRECT_DIV_SEASON_END_MONTH_2","STORAGE_SEASON_START_MONTH_1","STORAGE_SEASON_END_MONTH_1","STORAGE_SEASON_START_MONTH_2","STORAGE_SEASON_END_MONTH_2"
"L031424","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"L031457","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"L031457","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"L031528","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"L031573","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"L031582","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"L031605","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"L031607","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"L031669","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"L031764","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"L031802","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"L031856","Requested when filed",NA,NA,NA,NA,12,4,NA,NA
"L031885","Requested when filed",NA,NA,NA,NA,11,7,NA,NA
"L031908","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"L032006","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"L032027","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"L032032","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"L032128","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"L032146","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"L032147","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"L032148","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"L032271","Requested when filed",4,12,NA,NA,NA,NA,NA,NA
"L032279","Requested when filed",NA,NA,NA,NA,12,4,NA,NA
"L032288","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"L032466","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"L032735","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
